PurchaseID,PurchaseTimestamp,PurchaseDate,Auction,VehYear,Make,Color,Transmission,WheelTypeID,WheelType,VehOdo,Nationality,Size,TopThreeAmericanName,MMRAcquisitionAuctionAveragePrice,MMRAcquisitionAuctionCleanPrice,MMRAcquisitionRetailAveragePrice,MMRAcquisitonRetailCleanPrice,MMRCurrentAuctionAveragePrice,MMRCurrentAuctionCleanPrice,MMRCurrentRetailAveragePrice,MMRCurrentRetailCleanPrice,MMRCurrentRetailRatio,PRIMEUNIT,AUCGUART,VNST,VehBCost,IsOnlineSale,WarrantyCost,ForSale,IsBadBuy
34065,1291161600,1/12/2010 10:00,MANHEIM,2003,PONTIAC,WHITE,AUTO,1,Alloy,102232,AMERICAN,MEDIUM,GM,2526,3464,5319,6251,3094,4238,5762,7216,0.798503326,?,?,UT,2735,1,3191,YES,1
34066,1291766400,8/12/2010 10:00,MANHEIM,2008,CHEVROLET,GREY,AUTO,1,Alloy,92028,AMERICAN,MEDIUM SUV,GM,10535,13013,15159,17329,9704,12504,14542,17109,0.849962008,?,?,UT,8825,0,1630,YES,0
34067,1291766400,8/12/2010 10:00,MANHEIM,2007,CHEVROLET,GOLD,AUTO,2,Covers,95078,AMERICAN,MEDIUM,GM,6320,7346,10127,11128,6308,7927,9466,11088,0.853715729,NO,GREEN,UT,5545,0,1485,YES,0
34068,1291766400,8/12/2010 10:00,MANHEIM,2006,CHEVROLET,WHITE,AUTO,2,Covers,83689,AMERICAN,COMPACT,GM,4594,5685,7563,8800,5474,6765,8824,9783,0.90197281,NO,GREEN,UT,4685,0,853,YES,0
34069,1291766400,8/12/2010 10:00,MANHEIM,2003,PONTIAC,RED,AUTO,1,Alloy,96457,AMERICAN,MEDIUM,GM,2611,3600,5179,7141,2539,3569,5743,6590,0.871471927,NO,GREEN,UT,4100,0,2939,YES,0
34070,1291766400,8/12/2010 10:00,MANHEIM,2008,CHEVROLET,BLACK,AUTO,2,Covers,76431,AMERICAN,LARGE,GM,7760,8670,11759,12718,9149,10613,12848,14201,0.904725019,NO,GREEN,UT,7825,0,1974,YES,0
34071,1292371200,15/12/2010 10:00,MANHEIM,2008,DODGE,GREY,AUTO,2,Covers,80050,AMERICAN,SPECIALTY,CHRYSLER,9708,11040,13947,14945,9515,11239,13860,15105,0.917576961,?,?,UT,8595,1,1503,YES,0
34072,1292371200,15/12/2010 10:00,MANHEIM,2007,CHRYSLER,WHITE,AUTO,1,Alloy,88780,AMERICAN,CROSSOVER,CHRYSLER,10314,12913,14782,16993,10796,13242,14534,16432,0.884493671,NO,GREEN,UT,8595,1,1503,YES,0
34073,1292976000,22/12/2010 10:00,MANHEIM,2007,GMC,GOLD,AUTO,2,Covers,53558,AMERICAN,LARGE TRUCK,GM,8900,10547,12653,14350,8897,10782,12486,13889,0.898984808,NO,GREEN,UT,7295,1,1003,YES,0
34074,1292976000,22/12/2010 10:00,MANHEIM,2008,CHEVROLET,SILVER,AUTO,2,Covers,95041,AMERICAN,LARGE,GM,7600,8567,10809,11995,8947,10312,12457,13839,0.900137293,NO,GREEN,UT,7325,1,2351,YES,0
34075,1292976000,22/12/2010 10:00,MANHEIM,2008,CHRYSLER,BLACK,AUTO,2,Covers,65542,AMERICAN,MEDIUM,CHRYSLER,7799,8637,10723,11903,7929,9194,11580,12585,0.920143027,?,?,UT,7825,1,1020,YES,0
34076,1292976000,22/12/2010 10:00,MANHEIM,2008,DODGE,BLUE,AUTO,2,Covers,39176,AMERICAN,MEDIUM,CHRYSLER,7741,8634,11492,12228,7780,8851,11389,12394,0.918912377,?,?,UT,8925,1,762,YES,0
34077,1292976000,22/12/2010 10:00,MANHEIM,2008,DODGE,SILVER,AUTO,2,Covers,37703,AMERICAN,MEDIUM,CHRYSLER,7741,8634,11492,12228,8134,9170,11840,12941,0.914921567,NO,GREEN,UT,8525,1,762,YES,0
34078,1239062400,7/04/2009 10:00,OTHER,2008,DODGE,RED,AUTO,1,Alloy,47346,AMERICAN,MEDIUM,CHRYSLER,7257,7861,8338,8990,7257,7861,8338,8990,0.927474972,?,?,OK,6500,0,693,YES,0
34079,1239062400,7/04/2009 10:00,OTHER,2008,DODGE,RED,AUTO,1,Alloy,41574,AMERICAN,MEDIUM,CHRYSLER,7257,7861,8338,8990,7257,7861,8338,8990,0.927474972,?,?,OK,6800,0,693,YES,1
34080,1239062400,7/04/2009 10:00,OTHER,2008,DODGE,BLACK,AUTO,1,Alloy,44005,AMERICAN,MEDIUM,CHRYSLER,7257,7861,8338,8990,7257,7861,8338,8990,0.927474972,?,?,OK,6800,0,693,YES,0
34081,1239062400,7/04/2009 10:00,OTHER,2008,DODGE,BLUE,AUTO,1,Alloy,44562,AMERICAN,MEDIUM,CHRYSLER,7257,7861,8338,8990,7257,7861,8338,8990,0.927474972,?,?,OK,6800,0,693,YES,0
34082,1239235200,9/04/2009 10:00,OTHER,2008,DODGE,WHITE,AUTO,2,Covers,48511,AMERICAN,MEDIUM,CHRYSLER,7257,7861,8338,8990,7257,7861,8338,8990,0.927474972,?,?,OK,6800,0,693,YES,0
34083,1239235200,9/04/2009 10:00,OTHER,2008,DODGE,SILVER,AUTO,2,Covers,44400,AMERICAN,MEDIUM,CHRYSLER,7257,7861,8338,8990,7257,7861,8338,8990,0.927474972,?,?,OK,6800,0,693,YES,0
34084,1239235200,9/04/2009 10:00,OTHER,2008,DODGE,BLACK,AUTO,2,Covers,43102,AMERICAN,MEDIUM,CHRYSLER,7257,7861,8338,8990,7257,7861,8338,8990,0.927474972,?,?,OK,6800,0,693,YES,0
34085,1239235200,9/04/2009 10:00,OTHER,2008,DODGE,BLACK,AUTO,2,Covers,45434,AMERICAN,MEDIUM,CHRYSLER,7257,7861,8338,8990,7257,7861,8338,8990,0.927474972,?,?,OK,6800,0,693,YES,0
34086,1239235200,9/04/2009 10:00,OTHER,2008,DODGE,GOLD,AUTO,2,Covers,47783,AMERICAN,MEDIUM,CHRYSLER,7257,7861,8338,8990,7257,7861,8338,8990,0.927474972,?,?,OK,6500,0,693,YES,0
34087,1233792000,5/02/2009 10:00,MANHEIM,2005,DODGE,BLUE,AUTO,2,Covers,41590,AMERICAN,VAN,CHRYSLER,4225,5262,5063,6183,4765,5761,5646,6722,0.839928593,?,?,FL,6530,0,1116,YES,0
34088,1233792000,5/02/2009 10:00,MANHEIM,2001,LINCOLN,WHITE,AUTO,1,Alloy,71682,AMERICAN,LARGE,FORD,3312,4486,4077,5345,4539,5609,5402,6558,0.823726746,?,?,FL,6330,0,1103,YES,0
34089,1233792000,5/02/2009 10:00,MANHEIM,2003,FORD,WHITE,AUTO,1,Alloy,62892,AMERICAN,MEDIUM SUV,FORD,4024,5032,4846,5935,4973,5848,5871,6816,0.861355634,?,?,FL,6330,0,1320,YES,0
34090,1233792000,5/02/2009 10:00,MANHEIM,2002,FORD,MAROON,AUTO,1,Alloy,78232,AMERICAN,VAN,FORD,2375,3081,3065,3827,3111,3978,3860,4796,0.804837364,?,?,FL,3910,0,2157,YES,0
34091,1233792000,5/02/2009 10:00,MANHEIM,2003,DODGE,WHITE,AUTO,1,Alloy,45890,AMERICAN,MEDIUM SUV,CHRYSLER,3380,4531,4150,5393,5126,6402,6036,7414,0.814135419,?,?,FL,5010,0,1275,YES,0
34092,1233792000,5/02/2009 10:00,MANHEIM,2001,FORD,MAROON,AUTO,1,Alloy,77676,AMERICAN,MEDIUM,FORD,1956,2694,2612,3410,2023,2863,2685,3592,0.747494432,?,?,FL,3360,0,1220,YES,0
34093,1233792000,5/02/2009 10:00,MANHEIM,2004,FORD,BLUE,AUTO,1,Alloy,78947,AMERICAN,MEDIUM SUV,FORD,5802,7042,6766,8105,6682,8126,7717,9276,0.831931867,?,?,FL,7030,0,1740,YES,0
34094,1233792000,5/02/2009 10:00,MANHEIM,2006,CHRYSLER,SILVER,AUTO,2,Covers,76123,AMERICAN,VAN,CHRYSLER,5936,7499,6911,8599,6916,8642,7969,9833,0.810434252,?,?,FL,5465,0,1623,YES,0
34095,1234396800,12/02/2009 10:00,MANHEIM,2003,HYUNDAI,GOLD,AUTO,1,Alloy,73781,OTHER ASIAN,MEDIUM SUV,OTHER,3914,4774,4727,5656,4346,5227,5194,6145,0.845240033,?,?,FL,6030,0,986,YES,0
34096,1234396800,12/02/2009 10:00,MANHEIM,2004,FORD,RED,AUTO,1,Alloy,75276,AMERICAN,VAN,FORD,3681,4627,4475,5497,4272,5357,5114,6286,0.813553929,?,?,FL,5110,0,1506,YES,0
34097,1234396800,12/02/2009 10:00,MANHEIM,2005,DODGE,SILVER,AUTO,1,Alloy,50487,AMERICAN,MEDIUM,CHRYSLER,3854,4626,4662,5496,4268,5441,5109,6376,0.801286073,?,?,FL,5430,0,920,YES,0
34098,1234396800,12/02/2009 10:00,MANHEIM,2004,FORD,WHITE,AUTO,1,Alloy,62208,AMERICAN,MEDIUM,FORD,3175,4141,3929,4972,3675,4670,4469,5544,0.806096681,?,?,FL,4200,0,825,YES,0
34099,1234396800,12/02/2009 10:00,MANHEIM,2003,FORD,BLUE,AUTO,1,Alloy,80545,AMERICAN,MEDIUM SUV,FORD,4885,5860,5776,6829,5623,6898,6573,7950,0.826792453,?,?,FL,7030,0,2193,YES,1
34100,1234396800,12/02/2009 10:00,MANHEIM,2003,BUICK,GREY,AUTO,1,Alloy,45967,AMERICAN,LARGE,GM,4322,5526,5168,6468,4752,5918,5632,6891,0.817297925,?,?,FL,6030,0,1769,YES,0
34101,1235001600,19/02/2009 10:00,MANHEIM,2002,JEEP,WHITE,AUTO,1,Alloy,68406,AMERICAN,MEDIUM SUV,CHRYSLER,4374,5293,5224,6216,5644,7251,6596,8331,0.791741688,?,?,FL,6530,0,1808,YES,0
34102,1235001600,19/02/2009 10:00,MANHEIM,2004,SUZUKI,RED,AUTO,2,Covers,57829,OTHER ASIAN,LARGE,OTHER,2767,3574,3488,4360,3345,4191,4113,5026,0.818344608,?,?,FL,5110,0,837,YES,0
34103,1235001600,19/02/2009 10:00,MANHEIM,2002,MITSUBISHI,GOLD,AUTO,1,Alloy,50076,OTHER ASIAN,MEDIUM SUV,OTHER,3976,5057,4794,5962,4370,5310,5220,6235,0.837209302,?,?,FL,7030,0,1303,YES,1
34104,1235001600,19/02/2009 10:00,MANHEIM,2005,MERCURY,SILVER,AUTO,1,Alloy,69166,AMERICAN,VAN,FORD,6865,9046,7914,10270,7152,9902,8224,11194,0.734679292,?,?,FL,6530,0,1313,YES,0
34105,1235001600,19/02/2009 10:00,MANHEIM,2002,BUICK,SILVER,AUTO,2,Covers,59759,AMERICAN,MEDIUM,GM,3018,4027,3759,4849,3364,4472,4133,5330,0.775422139,?,?,FL,5330,0,1800,YES,0
34106,1235001600,19/02/2009 10:00,MANHEIM,2005,KIA,WHITE,AUTO,1,Alloy,45414,OTHER ASIAN,MEDIUM,OTHER,4344,5271,5192,6193,3139,4104,3890,4932,0.788726683,?,?,FL,5930,0,623,YES,0
34107,1235001600,19/02/2009 10:00,MANHEIM,2002,CHEVROLET,WHITE,AUTO,1,Alloy,71504,AMERICAN,LARGE SUV,GM,6897,8109,7949,9258,7228,8281,8306,9443,0.87959335,?,?,FL,8645,0,1923,YES,0
34108,1235001600,19/02/2009 10:00,MANHEIM,2004,FORD,GREEN,AUTO,1,Alloy,62810,AMERICAN,SMALL SUV,FORD,7219,8750,8297,9950,6987,8419,8046,9593,0.838736579,?,?,FL,7745,0,1215,YES,1
34109,1235001600,19/02/2009 10:00,MANHEIM,2005,DODGE,BLACK,AUTO,2,Covers,81886,AMERICAN,COMPACT,CHRYSLER,3928,5006,4742,5906,4257,5236,5098,6155,0.828269699,?,?,FL,4110,0,723,YES,0
34110,1235001600,19/02/2009 10:00,MANHEIM,2001,HONDA,SILVER,AUTO,2,Covers,76821,TOP LINE ASIAN,MEDIUM,OTHER,3978,4647,4796,5519,4246,5171,5086,6085,0.835825801,?,?,FL,5830,0,869,YES,0
34111,1235606400,26/02/2009 10:00,MANHEIM,2004,CHRYSLER,BLUE,AUTO,1,Alloy,67651,AMERICAN,MEDIUM,CHRYSLER,4861,5940,5750,6915,5299,7034,6223,8097,0.768556255,?,?,FL,6030,0,1118,YES,0
34112,1235606400,26/02/2009 10:00,MANHEIM,2002,BUICK,GOLD,AUTO,1,Alloy,78873,AMERICAN,MEDIUM,GM,3368,4471,4137,5329,3567,4763,4352,5644,0.771084337,?,?,FL,5230,0,2274,YES,1
34113,1235606400,26/02/2009 10:00,MANHEIM,2005,KIA,GREY,MANUAL,1,Alloy,63776,OTHER ASIAN,MEDIUM SUV,OTHER,5736,6944,6695,8000,5791,7067,6754,8132,0.830545991,?,?,FL,6580,0,1508,YES,0
34114,1235606400,26/02/2009 10:00,MANHEIM,2002,SATURN,BLUE,AUTO,2,Covers,33294,AMERICAN,COMPACT,GM,2539,3354,3242,4122,5845,6956,6813,8012,0.850349476,?,?,FL,5010,0,1301,YES,0
34115,1235606400,26/02/2009 10:00,MANHEIM,2002,GMC,GOLD,AUTO,2,Covers,83973,AMERICAN,LARGE TRUCK,GM,5157,5980,6070,6958,5726,6545,6684,7569,0.883075704,?,?,FL,7645,0,1543,YES,0
34116,1235606400,26/02/2009 10:00,MANHEIM,2001,MITSUBISHI,WHITE,AUTO,2,Covers,71468,OTHER ASIAN,COMPACT,OTHER,1635,2206,2266,2882,1589,2390,2216,3081,0.719246998,?,?,FL,3410,0,869,YES,0
34117,1235606400,26/02/2009 10:00,MANHEIM,2004,DODGE,GOLD,AUTO,2,Covers,69588,AMERICAN,MEDIUM SUV,CHRYSLER,7078,8269,8144,9431,7728,8943,8846,10158,0.870840717,?,?,FL,8245,0,1215,YES,0
34118,1236211200,5/03/2009 10:00,MANHEIM,2001,MITSUBISHI,GREEN,MANUAL,1,Alloy,69609,OTHER ASIAN,SPORTS,OTHER,2905,3980,3637,4798,2908,3690,3641,4485,0.811817168,?,?,FL,5330,0,833,YES,0
34119,1236211200,5/03/2009 10:00,MANHEIM,2001,SATURN,BLUE,AUTO,1,Alloy,49602,AMERICAN,MEDIUM,GM,2632,3399,3343,4171,2211,3115,2888,3864,0.747412008,?,?,FL,4510,0,1346,YES,1
34120,1236211200,5/03/2009 10:00,MANHEIM,2002,SATURN,SILVER,AUTO,1,Alloy,73891,AMERICAN,MEDIUM,GM,3663,4396,4456,5248,3405,3802,4177,4606,0.906860617,?,?,FL,3510,0,1806,YES,0
34121,1236211200,5/03/2009 10:00,MANHEIM,2005,CHRYSLER,GREEN,AUTO,2,Covers,75909,AMERICAN,VAN,CHRYSLER,5430,6633,6364,7664,5404,6538,6336,7561,0.837984394,?,?,FL,6030,0,1623,YES,0
34122,1236211200,5/03/2009 10:00,MANHEIM,2004,CHRYSLER,BLUE,MANUAL,2,Covers,42906,AMERICAN,MEDIUM,CHRYSLER,4225,5182,5063,6097,4048,4833,4872,5720,0.851748252,?,?,FL,4200,0,975,YES,0
34123,1236211200,5/03/2009 10:00,MANHEIM,2001,FORD,BLUE,AUTO,1,Alloy,68659,AMERICAN,MEDIUM,FORD,2256,2953,2936,3689,2650,3539,3362,4322,0.777880611,?,?,FL,3910,0,1125,YES,1
34124,1236211200,5/03/2009 10:00,MANHEIM,2004,MITSUBISHI,BLACK,AUTO,1,Alloy,73031,OTHER ASIAN,CROSSOVER,OTHER,5355,6395,6283,7407,3231,4618,3989,5487,0.72699107,?,?,FL,7245,0,569,YES,0
34125,1236816000,12/03/2009 10:00,MANHEIM,2004,MAZDA,SILVER,AUTO,1,Alloy,68884,OTHER ASIAN,MEDIUM,OTHER,6924,8184,7978,9339,7158,8530,8231,9712,0.847508237,?,?,FL,7745,0,923,YES,0
34126,1237420800,19/03/2009 10:00,MANHEIM,2001,CHRYSLER,BLUE,AUTO,1,Alloy,70768,AMERICAN,MEDIUM,CHRYSLER,3153,3974,3905,4792,3158,3956,3911,4772,0.819572506,?,?,FL,4710,0,1689,YES,0
34127,1237420800,19/03/2009 10:00,MANHEIM,2003,CHRYSLER,SILVER,AUTO,2,Covers,32379,AMERICAN,MEDIUM,CHRYSLER,3806,4673,4610,5547,3422,4314,4196,5159,0.813335918,?,?,FL,5530,0,1182,YES,0
34128,1237420800,19/03/2009 10:00,MANHEIM,2002,BUICK,SILVER,AUTO,2,Covers,65179,AMERICAN,MEDIUM,GM,3628,4541,4418,5404,6950,8192,8006,9347,0.856531507,?,?,FL,4910,0,2003,YES,0
34129,1237420800,19/03/2009 10:00,MANHEIM,2003,MAZDA,SILVER,MANUAL,1,Alloy,72525,OTHER ASIAN,MEDIUM,OTHER,5758,6734,6719,7773,4795,6136,5679,7127,0.79682896,?,?,FL,6930,0,1806,YES,0
34130,1237420800,19/03/2009 10:00,MANHEIM,2001,PONTIAC,SILVER,AUTO,2,Covers,21096,AMERICAN,MEDIUM,GM,2215,3192,2892,3947,4570,5345,5436,6273,0.866571019,?,?,FL,4310,0,1241,YES,0
34131,1237420800,19/03/2009 10:00,MANHEIM,2004,NISSAN,RED,AUTO,1,Alloy,61810,TOP LINE ASIAN,LARGE,OTHER,8977,10696,10195,12052,9234,11103,10473,12491,0.838443679,?,?,FL,10065,0,1020,YES,0
34132,1237420800,19/03/2009 10:00,MANHEIM,2004,HONDA,SILVER,AUTO,2,Covers,81558,TOP LINE ASIAN,MEDIUM,OTHER,6130,6824,7120,7870,6453,7464,7469,8561,0.872444808,?,?,FL,8145,0,594,YES,0
34133,1237420800,19/03/2009 10:00,MANHEIM,2003,SATURN,RED,AUTO,1,Alloy,47817,AMERICAN,MEDIUM SUV,GM,4571,5794,5437,6758,4818,6067,5703,7052,0.80870675,?,?,FL,6630,0,1275,YES,0
34134,1238025600,26/03/2009 10:00,MANHEIM,2005,SATURN,GREY,MANUAL,1,Alloy,96724,AMERICAN,MEDIUM,GM,6468,7115,7485,8184,6348,6958,7356,8015,0.917779164,?,?,FL,3810,0,909,YES,0
34135,1238025600,26/03/2009 10:00,MANHEIM,2005,FORD,GREY,AUTO,1,Alloy,93552,AMERICAN,LARGE SUV,FORD,10744,12446,12104,13942,9453,11325,10709,12731,0.841175084,?,?,FL,8445,0,1197,YES,0
34136,1238025600,26/03/2009 10:00,MANHEIM,2005,HYUNDAI,RED,AUTO,2,Covers,78146,OTHER ASIAN,MEDIUM,OTHER,4216,5031,5053,5933,7092,8875,8159,10085,0.809023302,?,?,FL,4810,0,569,YES,0
34137,1238630400,2/04/2009 10:00,MANHEIM,2004,HYUNDAI,SILVER,AUTO,1,Alloy,77638,OTHER ASIAN,MEDIUM SUV,OTHER,5215,5844,6132,6812,5215,5844,6132,6812,0.90017616,?,?,FL,5930,0,1038,YES,0
34138,1238630400,2/04/2009 10:00,MANHEIM,2004,MAZDA,BLUE,AUTO,1,Alloy,43332,OTHER ASIAN,MEDIUM,OTHER,4794,6083,5678,7070,4794,6083,5678,7070,0.80311174,?,?,FL,7030,0,905,YES,0
34139,1238630400,2/04/2009 10:00,MANHEIM,2001,PONTIAC,WHITE,AUTO,1,Alloy,62800,AMERICAN,SPORTS,GM,3436,4620,4211,5490,3436,4620,4211,5490,0.767030965,?,?,FL,6130,0,2441,YES,0
34140,1238630400,2/04/2009 10:00,MANHEIM,2003,HYUNDAI,GREEN,AUTO,2,Covers,64521,OTHER ASIAN,MEDIUM,OTHER,2545,3274,3249,4036,2239,3274,2918,4036,0.722993062,?,?,FL,4310,0,833,YES,0
34141,1238630400,2/04/2009 10:00,MANHEIM,2006,CHEVROLET,SILVER,AUTO,2,Covers,40103,AMERICAN,COMPACT,GM,4004,4986,4824,5885,4004,4986,4824,5885,0.81971113,?,?,FL,5430,0,623,YES,1
34142,1238630400,2/04/2009 10:00,MANHEIM,2003,SATURN,WHITE,AUTO,1,Alloy,51981,AMERICAN,MEDIUM,GM,3332,4030,4099,4852,3332,4030,4099,4852,0.844806265,?,?,FL,5230,0,1469,YES,0
34143,1238630400,2/04/2009 10:00,MANHEIM,2003,DODGE,BLACK,AUTO,1,Alloy,72975,AMERICAN,LARGE TRUCK,CHRYSLER,3541,4670,4324,5544,3541,4670,4324,5544,0.77994228,?,?,FL,6630,0,1220,YES,0
34144,1239235200,9/04/2009 10:00,MANHEIM,2004,PONTIAC,SILVER,AUTO,2,Covers,70659,AMERICAN,MEDIUM,GM,5490,7091,6429,8158,5490,7091,6429,8158,0.788060799,?,?,FL,6530,0,569,YES,0
34145,1239235200,9/04/2009 10:00,MANHEIM,2003,SATURN,SILVER,AUTO,1,Alloy,44095,AMERICAN,MEDIUM,GM,3959,4444,4776,5300,3959,4444,4776,5300,0.901132075,?,?,FL,5930,0,1769,YES,0
34146,1239235200,9/04/2009 10:00,MANHEIM,2001,DODGE,GOLD,AUTO,1,Alloy,51924,AMERICAN,MEDIUM SUV,CHRYSLER,3267,4436,4028,5291,3267,4436,4028,5291,0.761292761,?,?,FL,5530,0,1551,YES,1
34147,1239235200,9/04/2009 10:00,MANHEIM,2004,HYUNDAI,GOLD,AUTO,1,Alloy,58042,OTHER ASIAN,MEDIUM,OTHER,3470,4482,4248,5341,3470,4482,4248,5341,0.795356675,?,?,FL,6330,0,671,YES,0
34148,1240444800,23/04/2009 10:00,MANHEIM,2005,DODGE,GOLD,AUTO,1,Alloy,64692,AMERICAN,VAN,CHRYSLER,6002,7884,6982,9015,6002,7884,6982,9015,0.774486966,?,?,FL,6430,0,1411,YES,1
34149,1240444800,23/04/2009 10:00,MANHEIM,2003,FORD,SILVER,AUTO,2,Covers,53811,AMERICAN,LARGE SUV,FORD,7188,8484,8263,9663,7188,8484,8263,9663,0.855117458,?,?,FL,8345,0,1137,YES,0
34150,1240444800,23/04/2009 10:00,MANHEIM,2002,SATURN,GOLD,AUTO,2,Covers,56418,AMERICAN,COMPACT,GM,2058,2824,2723,3550,2058,2824,2723,3550,0.767042254,?,?,FL,4200,0,1551,YES,0
34151,1240444800,23/04/2009 10:00,MANHEIM,2006,DODGE,BLUE,AUTO,1,Alloy,74351,AMERICAN,MEDIUM,CHRYSLER,4793,6002,5676,6982,4793,6002,5676,6982,0.812947579,?,?,FL,4745,0,1155,YES,0
34152,1240444800,23/04/2009 10:00,MANHEIM,2004,FORD,BLACK,AUTO,2,Covers,69261,AMERICAN,MEDIUM SUV,FORD,5407,6742,6340,7781,5407,6742,6340,7781,0.814805295,?,?,FL,6830,0,1020,YES,1
34153,1240444800,23/04/2009 10:00,MANHEIM,2001,HYUNDAI,PURPLE,AUTO,2,Covers,56870,OTHER ASIAN,MEDIUM,OTHER,1659,2390,2292,3081,1659,2390,2292,3081,0.743914314,?,?,FL,3310,0,805,YES,0
34154,1240444800,23/04/2009 10:00,MANHEIM,2002,MITSUBISHI,WHITE,AUTO,1,Alloy,36017,OTHER ASIAN,SPORTS,OTHER,3451,4554,4227,5418,3451,4554,4227,5418,0.780177187,?,?,FL,6930,0,762,YES,0
34155,1240444800,23/04/2009 10:00,MANHEIM,2005,MAZDA,BLACK,AUTO,2,Covers,65999,OTHER ASIAN,MEDIUM,OTHER,7274,8995,8356,10215,7274,8995,8356,10215,0.818012726,?,?,FL,7245,0,1118,YES,0
34156,1240444800,23/04/2009 10:00,MANHEIM,2003,SATURN,WHITE,AUTO,2,Covers,91971,AMERICAN,MEDIUM,GM,3332,4030,4099,4852,3332,4030,4099,4852,0.844806265,?,?,FL,4200,0,2074,YES,0
34157,1241049600,30/04/2009 10:00,MANHEIM,2004,HYUNDAI,BLUE,AUTO,2,Covers,57043,OTHER ASIAN,MEDIUM,OTHER,3364,4130,4133,4960,3364,4130,4133,4960,0.833266129,?,?,FL,4200,0,505,YES,0
34158,1241049600,30/04/2009 10:00,MANHEIM,2004,CHEVROLET,ORANGE,AUTO,1,Alloy,63142,AMERICAN,COMPACT,GM,2886,3576,3617,4362,2886,3576,3617,4362,0.829206786,?,?,FL,5330,0,728,YES,0
34159,1241049600,30/04/2009 10:00,MANHEIM,2003,SATURN,RED,AUTO,1,Alloy,71567,AMERICAN,MEDIUM,GM,3332,4030,4099,4852,3332,4030,4099,4852,0.844806265,?,?,FL,4110,0,1806,YES,0
34160,1241049600,30/04/2009 10:00,MANHEIM,2005,JEEP,SILVER,AUTO,1,Alloy,63425,AMERICAN,MEDIUM SUV,CHRYSLER,9981,11527,11279,12949,9981,11527,11279,12949,0.871032512,?,?,FL,9550,0,1606,YES,0
34161,1241049600,30/04/2009 10:00,MANHEIM,2003,MAZDA,GOLD,AUTO,1,Alloy,85211,OTHER ASIAN,COMPACT,OTHER,2437,3600,3132,4388,2437,3600,3132,4388,0.713764813,?,?,FL,4060,0,1153,YES,0
34162,1241049600,30/04/2009 10:00,MANHEIM,2006,FORD,GOLD,AUTO,2,Covers,89847,AMERICAN,VAN,FORD,6354,7759,7362,8880,6102,6995,7090,8055,0.880198634,?,?,FL,5530,0,1633,YES,0
34163,1241654400,7/05/2009 10:00,MANHEIM,2003,TOYOTA,BLUE,MANUAL,1,Alloy,82693,TOP LINE ASIAN,MEDIUM,OTHER,5660,7627,6613,8737,5660,7627,6613,8737,0.75689596,?,?,FL,6130,0,894,YES,1
34164,1241654400,7/05/2009 10:00,MANHEIM,2004,DODGE,RED,AUTO,1,Alloy,60215,AMERICAN,COMPACT,CHRYSLER,2765,3758,3486,4559,2765,3758,3486,4559,0.764641369,?,?,FL,3610,0,630,YES,1
34165,1241654400,7/05/2009 10:00,MANHEIM,2001,CHRYSLER,BROWN,MANUAL,1,Alloy,57052,AMERICAN,MEDIUM,CHRYSLER,2460,3348,3157,4116,2460,3348,3157,4116,0.767006803,?,?,FL,4200,0,1386,YES,0
34166,1241654400,7/05/2009 10:00,MANHEIM,2005,DODGE,BLUE,AUTO,1,Alloy,83059,AMERICAN,MEDIUM SUV,CHRYSLER,12766,15271,14287,16993,12766,15271,14287,16993,0.840757959,?,?,FL,8745,0,1763,YES,0
34167,1241654400,7/05/2009 10:00,MANHEIM,2004,CHEVROLET,RED,AUTO,2,Covers,45307,AMERICAN,COMPACT,GM,2736,3731,3455,4529,2523,3647,3225,4439,0.726514981,?,?,FL,4200,0,834,YES,0
34168,1241654400,7/05/2009 10:00,MANHEIM,2005,GMC,BLACK,AUTO,2,Covers,79853,AMERICAN,LARGE TRUCK,GM,11320,12544,12726,14048,10928,13533,12302,15116,0.81383964,?,?,FL,10265,0,1155,YES,0
34169,1241654400,7/05/2009 10:00,MANHEIM,2005,FORD,BLACK,MANUAL,2,Covers,75999,AMERICAN,SMALL SUV,FORD,5718,7275,6675,8357,5718,7275,6675,8357,0.798731602,?,?,FL,4710,0,920,YES,0
34170,1241654400,7/05/2009 10:00,MANHEIM,2001,HYUNDAI,RED,AUTO,2,Covers,76600,OTHER ASIAN,MEDIUM,OTHER,1659,2390,2292,3081,1659,2390,2292,3081,0.743914314,?,?,FL,4200,0,869,YES,0
34171,1242259200,14/05/2009 10:00,MANHEIM,2003,CHEVROLET,GREY,AUTO,1,Alloy,76433,AMERICAN,MEDIUM SUV,GM,6735,8744,7774,9944,6735,8744,7774,9944,0.781777957,?,?,FL,6930,0,1455,YES,0
34172,1242259200,14/05/2009 10:00,MANHEIM,2003,JEEP,RED,AUTO,1,Alloy,57238,AMERICAN,SMALL SUV,CHRYSLER,5622,6509,6572,7530,5622,6509,6572,7530,0.872775564,?,?,FL,7130,0,888,YES,0
34173,1242259200,14/05/2009 10:00,MANHEIM,2007,CHEVROLET,BLUE,AUTO,2,Covers,72310,AMERICAN,LARGE,GM,7644,8892,8756,10103,7644,8892,8756,10103,0.866673265,?,?,FL,7065,0,1974,YES,0
34174,1261008000,17/12/2009 10:00,MANHEIM,2004,FORD,RED,AUTO,1,Alloy,68979,AMERICAN,SMALL SUV,FORD,5021,6214,8493,10364,5709,7039,9408,10916,0.861854159,?,?,FL,7345,0,825,YES,0
